id,name,types,height,weight,color,habitat,shape,generation,evolution_chain
556,maractus,['grass'],10,280,green,,blob,generation-v,"{'evolution_details': [], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'maractus', 'url': 'https://pokeapi.co/api/v2/pokemon-species/556/'}}"
557,dwebble,"['bug', 'rock']",3,145,red,,armor,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 34, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'crustle', 'url': 'https://pokeapi.co/api/v2/pokemon-species/558/'}}], 'is_baby': False, 'species': {'name': 'dwebble', 'url': 'https://pokeapi.co/api/v2/pokemon-species/557/'}}"
558,crustle,"['bug', 'rock']",14,2000,red,,armor,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 34, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'crustle', 'url': 'https://pokeapi.co/api/v2/pokemon-species/558/'}}], 'is_baby': False, 'species': {'name': 'dwebble', 'url': 'https://pokeapi.co/api/v2/pokemon-species/557/'}}"
559,scraggy,"['dark', 'fighting']",6,118,yellow,,upright,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 39, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'scrafty', 'url': 'https://pokeapi.co/api/v2/pokemon-species/560/'}}], 'is_baby': False, 'species': {'name': 'scraggy', 'url': 'https://pokeapi.co/api/v2/pokemon-species/559/'}}"
560,scrafty,"['dark', 'fighting']",11,300,red,,upright,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 39, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'scrafty', 'url': 'https://pokeapi.co/api/v2/pokemon-species/560/'}}], 'is_baby': False, 'species': {'name': 'scraggy', 'url': 'https://pokeapi.co/api/v2/pokemon-species/559/'}}"
561,sigilyph,"['psychic', 'flying']",14,140,black,,wings,generation-v,"{'evolution_details': [], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'sigilyph', 'url': 'https://pokeapi.co/api/v2/pokemon-species/561/'}}"
562,yamask,['ghost'],5,15,black,,arms,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 34, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'cofagrigus', 'url': 'https://pokeapi.co/api/v2/pokemon-species/563/'}}, {'evolution_details': [{'base_form': {'name': 'yamask-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10179/'}, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': 49, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'take-damage', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/9/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'runerigus', 'url': 'https://pokeapi.co/api/v2/pokemon-species/867/'}}], 'is_baby': False, 'species': {'name': 'yamask', 'url': 'https://pokeapi.co/api/v2/pokemon-species/562/'}}"
563,cofagrigus,['ghost'],17,765,yellow,,blob,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 34, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'cofagrigus', 'url': 'https://pokeapi.co/api/v2/pokemon-species/563/'}}, {'evolution_details': [{'base_form': {'name': 'yamask-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10179/'}, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': 49, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'take-damage', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/9/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'runerigus', 'url': 'https://pokeapi.co/api/v2/pokemon-species/867/'}}], 'is_baby': False, 'species': {'name': 'yamask', 'url': 'https://pokeapi.co/api/v2/pokemon-species/562/'}}"
564,tirtouga,"['water', 'rock']",7,165,blue,,quadruped,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 37, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'carracosta', 'url': 'https://pokeapi.co/api/v2/pokemon-species/565/'}}], 'is_baby': False, 'species': {'name': 'tirtouga', 'url': 'https://pokeapi.co/api/v2/pokemon-species/564/'}}"
565,carracosta,"['water', 'rock']",12,810,blue,,upright,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 37, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'carracosta', 'url': 'https://pokeapi.co/api/v2/pokemon-species/565/'}}], 'is_baby': False, 'species': {'name': 'tirtouga', 'url': 'https://pokeapi.co/api/v2/pokemon-species/564/'}}"
566,archen,"['rock', 'flying']",5,95,yellow,,wings,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 37, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'archeops', 'url': 'https://pokeapi.co/api/v2/pokemon-species/567/'}}], 'is_baby': False, 'species': {'name': 'archen', 'url': 'https://pokeapi.co/api/v2/pokemon-species/566/'}}"
567,archeops,"['rock', 'flying']",14,320,yellow,,wings,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 37, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'archeops', 'url': 'https://pokeapi.co/api/v2/pokemon-species/567/'}}], 'is_baby': False, 'species': {'name': 'archen', 'url': 'https://pokeapi.co/api/v2/pokemon-species/566/'}}"
568,trubbish,['poison'],6,310,green,,humanoid,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 36, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'garbodor', 'url': 'https://pokeapi.co/api/v2/pokemon-species/569/'}}], 'is_baby': False, 'species': {'name': 'trubbish', 'url': 'https://pokeapi.co/api/v2/pokemon-species/568/'}}"
569,garbodor,['poison'],19,1073,green,,humanoid,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 36, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'garbodor', 'url': 'https://pokeapi.co/api/v2/pokemon-species/569/'}}], 'is_baby': False, 'species': {'name': 'trubbish', 'url': 'https://pokeapi.co/api/v2/pokemon-species/568/'}}"
570,zorua,['dark'],7,125,gray,,quadruped,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 30, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}, {'base_form': {'name': 'zorua-hisui', 'url': 'https://pokeapi.co/api/v2/pokemon/10238/'}, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 30, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'zoroark', 'url': 'https://pokeapi.co/api/v2/pokemon-species/571/'}}], 'is_baby': False, 'species': {'name': 'zorua', 'url': 'https://pokeapi.co/api/v2/pokemon-species/570/'}}"
571,zoroark,['dark'],16,811,gray,,upright,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 30, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}, {'base_form': {'name': 'zorua-hisui', 'url': 'https://pokeapi.co/api/v2/pokemon/10238/'}, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 30, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'zoroark', 'url': 'https://pokeapi.co/api/v2/pokemon-species/571/'}}], 'is_baby': False, 'species': {'name': 'zorua', 'url': 'https://pokeapi.co/api/v2/pokemon-species/570/'}}"
572,minccino,['normal'],4,58,gray,,quadruped,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': {'name': 'shiny-stone', 'url': 'https://pokeapi.co/api/v2/item/107/'}, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'use-item', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/3/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'cinccino', 'url': 'https://pokeapi.co/api/v2/pokemon-species/573/'}}], 'is_baby': False, 'species': {'name': 'minccino', 'url': 'https://pokeapi.co/api/v2/pokemon-species/572/'}}"
573,cinccino,['normal'],5,75,gray,,quadruped,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': {'name': 'shiny-stone', 'url': 'https://pokeapi.co/api/v2/item/107/'}, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': None, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'use-item', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/3/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'cinccino', 'url': 'https://pokeapi.co/api/v2/pokemon-species/573/'}}], 'is_baby': False, 'species': {'name': 'minccino', 'url': 'https://pokeapi.co/api/v2/pokemon-species/572/'}}"
574,gothita,['psychic'],4,58,purple,,humanoid,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 32, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 41, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'gothitelle', 'url': 'https://pokeapi.co/api/v2/pokemon-species/576/'}}], 'is_baby': False, 'species': {'name': 'gothorita', 'url': 'https://pokeapi.co/api/v2/pokemon-species/575/'}}], 'is_baby': False, 'species': {'name': 'gothita', 'url': 'https://pokeapi.co/api/v2/pokemon-species/574/'}}"
575,gothorita,['psychic'],7,180,purple,,humanoid,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 32, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 41, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'gothitelle', 'url': 'https://pokeapi.co/api/v2/pokemon-species/576/'}}], 'is_baby': False, 'species': {'name': 'gothorita', 'url': 'https://pokeapi.co/api/v2/pokemon-species/575/'}}], 'is_baby': False, 'species': {'name': 'gothita', 'url': 'https://pokeapi.co/api/v2/pokemon-species/574/'}}"
576,gothitelle,['psychic'],15,440,purple,,humanoid,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 32, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 41, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'gothitelle', 'url': 'https://pokeapi.co/api/v2/pokemon-species/576/'}}], 'is_baby': False, 'species': {'name': 'gothorita', 'url': 'https://pokeapi.co/api/v2/pokemon-species/575/'}}], 'is_baby': False, 'species': {'name': 'gothita', 'url': 'https://pokeapi.co/api/v2/pokemon-species/574/'}}"
577,solosis,['psychic'],3,10,green,,ball,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 32, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 41, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'reuniclus', 'url': 'https://pokeapi.co/api/v2/pokemon-species/579/'}}], 'is_baby': False, 'species': {'name': 'duosion', 'url': 'https://pokeapi.co/api/v2/pokemon-species/578/'}}], 'is_baby': False, 'species': {'name': 'solosis', 'url': 'https://pokeapi.co/api/v2/pokemon-species/577/'}}"
578,duosion,['psychic'],6,80,green,,ball,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 32, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 41, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'reuniclus', 'url': 'https://pokeapi.co/api/v2/pokemon-species/579/'}}], 'is_baby': False, 'species': {'name': 'duosion', 'url': 'https://pokeapi.co/api/v2/pokemon-species/578/'}}], 'is_baby': False, 'species': {'name': 'solosis', 'url': 'https://pokeapi.co/api/v2/pokemon-species/577/'}}"
579,reuniclus,['psychic'],10,201,green,,arms,generation-v,"{'evolution_details': [], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 32, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [{'evolution_details': [{'base_form': None, 'gender': None, 'held_item': None, 'item': None, 'known_move': None, 'known_move_type': None, 'location': None, 'min_affection': None, 'min_beauty': None, 'min_damage_taken': None, 'min_happiness': None, 'min_level': 41, 'min_move_count': None, 'min_steps': None, 'needs_multiplayer': False, 'needs_overworld_rain': False, 'party_species': None, 'party_type': None, 'region': None, 'relative_physical_stats': None, 'time_of_day': '', 'trade_species': None, 'trigger': {'name': 'level-up', 'url': 'https://pokeapi.co/api/v2/evolution-trigger/1/'}, 'turn_upside_down': False, 'used_move': None}], 'evolves_to': [], 'is_baby': False, 'species': {'name': 'reuniclus', 'url': 'https://pokeapi.co/api/v2/pokemon-species/579/'}}], 'is_baby': False, 'species': {'name': 'duosion', 'url': 'https://pokeapi.co/api/v2/pokemon-species/578/'}}], 'is_baby': False, 'species': {'name': 'solosis', 'url': 'https://pokeapi.co/api/v2/pokemon-species/577/'}}"
